Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
start_f9c8c088	morg	Not literally, I hope.	game/script.rpy	127	morg hospital playful "[what]"
start_4228ed28	ter	It's just— wh— how— what kinda treatment are they giving you guys in here?!	game/script.rpy	129	ter "[what]"
start_1c60255e	ter	It's like a miracle!	game/script.rpy	130	ter "[what]"
start_91f38e13	morg	Who knows? Maybe they hooked me up to the Elixir of Life by accident.	game/script.rpy	131	morg playful "[what]"
start_89ff66c7	ter	D'you feel like you could... y'know... again?	game/script.rpy	132	ter hospital default "[what]"
start_d69c2e39	morg	What, this?	game/script.rpy	133	morg hospital sad "[what]"
start_618a368a		The moment that Morgan stood up again, it was like she'd never fallen ill.	game/script.rpy	134	"[what]"
start_55eed737		It was like the future we wished for as teenagers could finally come to pass.	game/script.rpy	135	"[what]"
start_b6f1c492	ter	Dude... pinch me right now.	game/script.rpy	136	ter hospital hurt "[what]"
start_fa2aec2b	morg	Okay, then.	game/script.rpy	138	morg hospital playful "[what]"
start_9a53c078	ter	Ow— hey! You KNOW that's a figure of speech, you!	game/script.rpy	144	ter hospital aha "[what]"
start_388bbc73	morg	Oh, I'm sorry, I've been cut off from the outside world for the past ten months.	game/script.rpy	145	morg "[what]"
start_2ea5c394	morg	Who knows how people speak now?	game/script.rpy	146	morg "[what]"
start_9f3833be	ter	Well, since you're up and walkin', we could probably go out and see for ourselves.	game/script.rpy	147	ter hospital happy "[what]"
start_8cb1a19a	morg	We could...	game/script.rpy	148	morg default "[what]"
start_f2b652df	morg	...Hm. Terrie, see that wastepaper over there in the trash?	game/script.rpy	150	morg "[what]"
start_a80bd8ed	morg	There's something written on it that I want to show you guys.	game/script.rpy	151	morg "[what]"
start_748cba49		The wad of paper that Morgan threw away who knows how long ago was actually a to-do list.	game/script.rpy	152	"[what]"
start_74f7919b		Packed with fun activities to pass the time with alongside friends across Vancouver.	game/script.rpy	153	"[what]"
start_bf67eaba		It was filled top to bottom. And Morgan, although she almost gave up on it, now...	game/script.rpy	154	"[what]"
start_fb568be6	morg	All of it.	game/script.rpy	155	morg hospital happy "[what]"
start_a5c527b2	ter	All of it? Today?	game/script.rpy	156	ter hospital inthought "[what]"
start_2e56e5a4	morg	{i}All{/i} of it. Today.	game/script.rpy	157	morg "[what]"
start_d0134bc3	morg	With as many people as we can find. Heck, invite the neighbour's dog if you have to.	game/script.rpy	158	morg "[what]"
start_b22cb9ad	morg	Hey, how are Mina and Finn getting on?	game/script.rpy	159	morg hospital default "[what]"
start_c1957e9d	ter	Oh, y'know, still giving their careers everything!	game/script.rpy	160	ter hospital playful "[what]"
start_2cdac7d2	ter	I dunno if we could reach them... to tell the truth, it's been a while. Like, with a capital W.	game/script.rpy	161	ter default "[what]"
start_2046fe64	morg	All the more reason to get them on board.	game/script.rpy	162	morg hospital aha "[what]"
start_5f5312d6	morg	Terrie, this is something we won't have- we haven't had - for ages.	game/script.rpy	163	morg sad "[what]"
start_994daac1	ter	Well...	game/script.rpy	164	ter "[what]"
start_c122959a	ter	I’m sure someone can make the time if we ask nicely!	game/script.rpy	165	ter happy "[what]"
start_5deca78c	morg	Oh, we'll ask, alright.	game/script.rpy	166	morg default "[what]"
start_770cdc87	morg	You call Finn, I'll get in touch with Mina.	game/script.rpy	167	morg "[what]"
start_82c6c337	morg	And, hey, if he's slow to pick up, introduce yourself as the pizza guy.	game/script.rpy	168	morg playful "[what]"
start_e4b4377e	morg	You know how he is.	game/script.rpy	169	morg "[what]"
start_485142bc	ter	Girl, he has our contacts saved. Be for real.	game/script.rpy	170	ter inthought "[what]"
start_6dbf1ffd	ter	Oh well, here we go, then! Gimme one sec while I just...	game/script.rpy	171	ter default "[what]"
start_74d418fa	morg	Right, now, my phone. Where oh where oh where is—	game/script.rpy	174	morg default "[what]"
start_016580dd	morg	Ah. Right. Only 1% left.	game/script.rpy	175	morg sad "[what]"
start_3412855f	morg	You won't mind if I use yours? Thanks.	game/script.rpy	176	morg default "[what]"
start_07e81af5		A dial-tone can be heard. Silence while the phone rings.	game/script.rpy	177	"[what]"
start_04ee6d1a	morg	...Hey, what's with that look?	game/script.rpy	178	morg "[what]"
start_c4999327	morg	You saw it too, didn't you?	game/script.rpy	180	morg tense "[what]"
start_cfa08511		After some feedback and mic bumping on the other side of the phone, Mina picks up.	game/script.rpy	181	"[what]"
start_ff007607	mina	—llo? Hello? You there?	game/script.rpy	189	mina "[what]"
start_b0bf206b	morg	Mina. It's me, Morgan. I'm here with the others.	game/script.rpy	190	morg happy "[what]"
start_0530de12	morg	Well, just Terrie and—	game/script.rpy	191	morg inthought "[what]"
start_b562dc34	mina	Get outta town, MORGAN?! Girly it's been forever! How are things?!	game/script.rpy	193	mina overjoyed "[what]"
start_d926ba94	mina	Uh, I mean, outside of the... hospital stuff.	game/script.rpy	194	mina pained "[what]"
start_b38accc5	morg	That's why I'm calling.	game/script.rpy	195	morg playful "[what]"
start_1c4f5b80	morg	I've got a day outside to myself, and I was thinking of crossing a few items off of my to-do list.	game/script.rpy	196	morg "[what]"
start_dd7f6f6f	morg	In the company of whoever I wished.	game/script.rpy	197	morg default "[what]"
start_7b1c7785	mina	And you thought of me? D'aww.	game/script.rpy	198	mina happy "[what]"
start_1a287193	mina	What notice period am I lookin' at?	game/script.rpy	199	mina default "[what]"
start_ae01f591	morg	None. Obviously.	game/script.rpy	200	morg playful "[what]"
start_41eb546d	mina	Man, it really has been a million years.	game/script.rpy	202	mina happy "[what]"
start_fd5b58c1	mina	Ugh, how do I put this? for the last few months, streaming's gone so well that I, uh...	game/script.rpy	203	mina nervous "[what]"
start_54ddc7f4	mina	LA called, and I went. Like, for good.	game/script.rpy	204	mina "[what]"
start_684a11e5	mina	Morgan, I really wanna be there, like, really really, but with the timings and all I don't think I can—	game/script.rpy	205	mina pained "[what]"
start_10a26925	morg	It’s fine.	game/script.rpy	206	morg sad "[what]"
start_38f5bbfd	mina	...You sure?	game/script.rpy	207	mina nervous "[what]"
start_c7cb6015	morg	Yes, really, Mina.	game/script.rpy	208	morg happy "[what]"
start_2185d46c	mina	I can try making changes or something—	game/script.rpy	209	mina default "[what]"
start_53196399	morg	i promise.	game/script.rpy	210	morg sad "[what]"
start_ac096711	morg	Hearing from you's good enough for me.	game/script.rpy	211	morg "[what]"
start_0d3a8669	morg	Next time we all want to be in the same place together, you'll know first.	game/script.rpy	212	morg "[what]"
start_87a794fd	morg	And congratulations on the streaming blow-up. You really deserved it.	game/script.rpy	213	morg happy "[what]"
start_112e7af3	mina	Morgan...	game/script.rpy	214	mina "[what]"
start_0f8c2cbc	mina	You better tell me how things went after today, 'kay?	game/script.rpy	215	mina nervous "[what]"
start_9302aa4d	morg	You got it.	game/script.rpy	216	morg default "[what]"
start_7ca92def	mina	Mhm... listen, uh, I had a stream to set up for like, five minutes ago, so I gotta bounce.	game/script.rpy	217	mina default "[what]"
start_dffb114f	morg	No worries! Go to work!	game/script.rpy	218	morg playful "[what]"
start_d0eea5ad	morg	Everyone will be cheering you on. We'll talk soon. Lots of love from us all.	game/script.rpy	219	morg "[what]"
start_9d8fb08b	mina	Okay thank you guys miss you talk later byeeeeeee~! Sorry again bye gang. Buh-bye.	game/script.rpy	220	mina overjoyed "[what]"
start_9ec44453		Awkward second of Mina's clothes rustling against her phone's microphone before she hangs up.	game/script.rpy	221	"[what]"
start_2d7bade0	morg	Bye.	game/script.rpy	230	morg sad "[what]"
start_6e852669	ter	Oh, that guy!	game/script.rpy	234	ter inthought "[what]"
start_06d522d7	morg	No luck?	game/script.rpy	235	morg "[what]"
start_af6ed7d3	ter	Nada. How about Mina?	game/script.rpy	236	ter default "[what]"
start_c2d95b65	morg	...	game/script.rpy	237	morg "[what]"
start_a14366ec	ter	Oh, yeah, the career...	game/script.rpy	238	ter sad "[what]"
start_7fd38ab6	ter	Well, uh, I'm sure we can make today work with just the four of us!	game/script.rpy	239	ter playful "[what]"
start_e6292ae6	morg	We can. But we won't.	game/script.rpy	240	morg default "[what]"
start_a90af018	morg	A little break from his hardships would do wonders for Finn. I would know.	game/script.rpy	241	morg "[what]"
start_6f54119f	morg	That's why we have to tell him {i}in person.	game/script.rpy	242	morg playful "[what]"
start_17a98223	morg	Guys, get out something to write with. I'm amending our master plan.	game/script.rpy	243	morg "[what]"
start_1f0f4ca3	morg	New order, phase one: Make Finn Smile Again.	game/script.rpy	244	morg default "[what]"
start_9370d3a5	ter	I mean, if you can manage a grin, no excuses for him.	game/script.rpy	245	ter happy "[what]"
start_f49c3fed	ter	EXACTLY! Just like that!	game/script.rpy	248	ter "[what]"
start_b62239f1	ter	Now, if we're kickin' this mission Off...	game/script.rpy	249	ter default "[what]"
start_52dfc8e6	ter	We gotta go back to school.	game/script.rpy	250	ter "[what]"
1d2fe016		Wave Shader Ren'Py Module 2022 Daniel Westfall <SoDaRa2595@gmail.com>	game/shaders/wave_shader.rpy	1	"[what]"
